"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone"
1139,"1139","BRISTOL-RANDOLPH",,"33.67676","-117.88734",,,,,
1140,"1140","BRISTOL-BAKER",,"33.68102","-117.88553",,,,,
1141,"1141","BRISTOL-PAULARINO",,"33.68265","-117.88545",,,,,
1142,"1142","BRISTOL-ANTON",,"33.69112","-117.88535",,,,,
1143,"1143","BRISTOL-TOWN CENTER",,"33.69206","-117.88570",,,,,
1144,"1144","BRISTOL-PAULARINO",,"33.68203","-117.88585",,,,,
1145,"1145","BRISTOL-BAKER",,"33.68046","-117.88593",,,,,
1146,"1146","BRISTOL-BAKER",,"33.67915","-117.88594",,,,,
1147,"1147","BRISTOL-RANDOLPH",,"33.67676","-117.88774",,,,,
1148,"1148","BRISTOL-BEAR",,"33.67441","-117.88930",,,,,
1155,"1155","FAIR-FAIRVIEW",,"33.66372","-117.90633",,,,,
1156,"1156","FAIR-ENT VANGUARD",,"33.66375","-117.90166",,,,,
1157,"1157","DEL MAR-NEWPORT",,"33.66228","-117.89646",,,,,
1158,"1158","DEL MAR-ORANGE",,"33.66055","-117.89395",,,,,
1159,"1159","DEL MAR-SANTA ANA",,"33.65831","-117.89073",,,,,
1160,"1160","DEL MAR-SANTA ANA",,"33.65854","-117.89069",,,,,
1161,"1161","DEL MAR-ORANGE",,"33.66042","-117.89341",,,,,
1162,"1162","DEL MAR-NEWPORT",,"33.66238","-117.89611",,,,,
1163,"1163","FAIR-ENT 88 OC FAIRGROUNDS",,"33.66398","-117.90308",,,,,
1168,"1168","FAIRVIEW-WILSON",,"33.65681","-117.90756",,,,,
1170,"1170","FAIRVIEW-YORKTOWN",,"33.66097","-117.90760",,,,,
1171,"1171","FAIRVIEW-FAIR",,"33.66425","-117.90752",,,,,
1172,"1172","FAIRVIEW-MERRIMAC",,"33.66678","-117.90754",,,,,
1173,"1173","FAIRVIEW-MUSTANG",,"33.67026","-117.90760",,,,,
1174,"1174","FAIRVIEW-EL CAMINO",,"33.67541","-117.90767",,,,,
1175,"1175","FAIRVIEW-BAKER",,"33.67905","-117.90761",,,,,
1176,"1176","FAIRVIEW-PAULARINO",,"33.68276","-117.90771",,,,,
1178,"1178","FAIRVIEW-SOUTH COAST",,"33.69175","-117.90765",,,,,
1179,"1179","FAIRVIEW-SUNFLOWER",,"33.69532","-117.90792",,,,,
1180,"1180","FAIRVIEW-SOUTH COAST",,"33.69313","-117.90796",,,,,
1181,"1181","FAIRVIEW-SOUTH COAST",,"33.69160","-117.90794",,,,,
1183,"1183","FAIRVIEW-PAULARINO",,"33.68268","-117.90797",,,,,
1184,"1184","FAIRVIEW-BAKER",,"33.68004","-117.90792",,,,,
1185,"1185","FAIRVIEW-ADAMS",,"33.67509","-117.90800",,,,,
1186,"1186","FAIRVIEW-PIRATE",,"33.66996","-117.90796",,,,,
1187,"1187","FAIRVIEW-MERRIMAC",,"33.66784","-117.90794",,,,,
1188,"1188","FAIRVIEW-FAIR",,"33.66341","-117.90784",,,,,
1189,"1189","FAIRVIEW-LOYOLA",,"33.66071","-117.90785",,,,,
1192,"1192","HARBOR-BERNARD",,"33.64499","-117.91889",,,,,
1194,"1194","HARBOR-BAY",,"33.64933","-117.91891",,,,,
1195,"1195","HARBOR-VICTORIA",,"33.65349","-117.91897",,,,,
1196,"1196","HARBOR-WILSON",,"33.65749","-117.91898",,,,,
1197,"1197","HARBOR-ENT 2300 HARBOR CENTER",,"33.66015","-117.91902",,,,,
1198,"1198","HARBOR-FAIR",,"33.66294","-117.91901",,,,,
1199,"1199","HARBOR-MERRIMAC",,"33.66817","-117.91906",,,,,
1200,"1200","HARBOR-PETERSON",,"33.67003","-117.91908",,,,,
1201,"1201","HARBOR-ADAMS",,"33.67284","-117.91911",,,,,
1202,"1202","HARBOR-PONDEROSA",,"33.67592","-117.91914",,,,,
1203,"1203","HARBOR-BAKER",,"33.67973","-117.91912",,,,,
1204,"1204","HARBOR-NUTMEG",,"33.68169","-117.91914",,,,,
1205,"1205","HARBOR-GISLER",,"33.68573","-117.91923",,,,,
1206,"1206","HARBOR-SOUTH COAST",,"33.69233","-117.91926",,,,,
1207,"1207","HARBOR-MACARTHUR",,"33.70160","-117.91976",,,,,
1208,"1208","HARBOR-SCENIC",,"33.69815","-117.91974",,,,,
1209,"1209","HARBOR-SUNFLOWER",,"33.69601","-117.91972",,,,,
1210,"1210","HARBOR-LAW COURT",,"33.69294","-117.91965",,,,,
1211,"1211","HARBOR-GISLER",,"33.68582","-117.91962",,,,,
1212,"1212","HARBOR-NUTMEG",,"33.68163","-117.91958",,,,,
1213,"1213","HARBOR-BAKER",,"33.67884","-117.91953",,,,,
1214,"1214","HARBOR-PONDEROSA",,"33.67542","-117.91942",,,,,
1215,"1215","HARBOR-ADAMS",,"33.67244","-117.91950",,,,,
1216,"1216","HARBOR-MESA VERDE EAST",,"33.67066","-117.91944",,,,,
1217,"1217","HARBOR-MERRIMAC",,"33.66779","-117.91944",,,,,
1218,"1218","HARBOR-FAIR",,"33.66262","-117.91942",,,,,
1219,"1219","HARBOR-ENT 2300 HARBOR CENTER",,"33.65932","-117.91939",,,,,
1220,"1220","HARBOR-WILSON",,"33.65541","-117.91930",,,,,
1221,"1221","HARBOR-VICTORIA",,"33.65315","-117.91927",,,,,
1222,"1222","HARBOR-BAY",,"33.64864","-117.91921",,,,,
1223,"1223","HARBOR-FORD",,"33.64609","-117.91921",,,,,
1224,"1224","HARBOR-19TH",,"33.64282","-117.91915",,,,,
1225,"1225","HYLAND-SUNFLOWER",,"33.69598","-117.92486",,,,,
1226,"1226","HYLAND-SCENIC",,"33.69960","-117.92565",,,,,
1227,"1227","HYLAND-SCENIC",,"33.69898","-117.92589",,,,,
1228,"1228","HYLAND-SUNFLOWER",,"33.69522","-117.92508",,,,,
1229,"1229","HYLAND-ENT 3333 STATE FARM",,"33.69344","-117.92502",,,,,
1230,"1230","MACARTHUR-HYLAND",,"33.70179","-117.92821",,,,,
1231,"1231","MACARTHUR-HYLAND",,"33.70181","-117.92511",,,,,
1232,"1232","MACARTHUR-CRODDY",,"33.70186","-117.92242",,,,,
1233,"1233","MAIN-SUNFLOWER",,"33.69389","-117.86846",,,,,
1234,"1234","NEWPORT-17TH",,"33.63700","-117.92175",,,,,
1236,"1236","NEWPORT-BROADWAY",,"33.64204","-117.91762",,,,,
1237,"1237","NEWPORT-19TH",,"33.64396","-117.91576",,,,,
1239,"1239","NEWPORT-BAY",,"33.64718","-117.91252",,,,,
1240,"1240","NEWPORT-21ST",,"33.64945","-117.91027",,,,,
1241,"1241","NEWPORT-22ND",,"33.65118","-117.90859",,,,,
1242,"1242","NEWPORT-23RD",,"33.65429","-117.90549",,,,,
1243,"1243","NEWPORT-WILSON",,"33.65650","-117.90330",,,,,
1244,"1244","NEWPORT-MONTE VISTA",,"33.66040","-117.89942",,,,,
1245,"1245","NEWPORT-FAIR",,"33.66312","-117.89862",,,,,
1246,"1246","NEWPORT-VANGUARD",,"33.65755","-117.90411",,,,,
1247,"1247","NEWPORT-FAIRVIEW",,"33.65310","-117.90806",,,,,
1248,"1248","NEWPORT-VICTORIA",,"33.65157","-117.90962",,,,,
1249,"1249","NEWPORT-BAY",,"33.64891","-117.91224",,,,,
1250,"1250","NEWPORT-FORD",,"33.64547","-117.91534",,,,,
1251,"1251","NEWPORT-19TH",,"33.64267","-117.91744",,,,,
1252,"1252","NEWPORT-18TH",,"33.64026","-117.91990",,,,,
1257,"1257","ORANGE-CABRILLO",,"33.63613","-117.91788",,,,,
1258,"1258","ORANGE-18TH",,"33.63806","-117.91598",,,,,
1260,"1260","ORANGE-19TH",,"33.64065","-117.91342",,,,,
1261,"1261","ORANGE-20TH",,"33.64358","-117.91049",,,,,
1262,"1262","ORANGE-SIERKS",,"33.64463","-117.90945",,,,,
1263,"1263","ORANGE-21ST",,"33.64636","-117.90773",,,,,
1264,"1264","ORANGE-22ND",,"33.64917","-117.90493",,,,,
1265,"1265","ORANGE-23RD",,"33.65234","-117.90178",,,,,
1266,"1266","ORANGE-SANTA ISABEL",,"33.65509","-117.89903",,,,,
1267,"1267","ORANGE-MONTE VISTA",,"33.65785","-117.89630",,,,,
1268,"1268","ORANGE-DEL MAR",,"33.66011","-117.89407",,,,,
1269,"1269","ORANGE-MONTE VISTA",,"33.65787","-117.89648",,,,,
1270,"1270","ORANGE-SANTA ISABEL",,"33.65479","-117.89964",,,,,
1271,"1271","ORANGE-23RD",,"33.65230","-117.90202",,,,,
1272,"1272","ORANGE-22ND",,"33.64952","-117.90480",,,,,
1273,"1273","ORANGE-21ST",,"33.64668","-117.90759",,,,,
1274,"1274","ORANGE-BAY",,"33.64498","-117.90930",,,,,
1275,"1275","ORANGE-20TH",,"33.64362","-117.91064",,,,,
1276,"1276","ORANGE-19TH",,"33.64118","-117.91308",,,,,
1278,"1278","ORANGE-18TH",,"33.63799","-117.91624",,,,,
1280,"1280","ORANGE-CABRILLO",,"33.63593","-117.91828",,,,,
1285,"1285","PARK-19TH",,"33.64187","-117.92106",,,,,
1287,"1287","PAULARINO-BRISTOL",,"33.68232","-117.88538",,,,,
1288,"1288","PAULARINO-ENTERPRISE",,"33.68229","-117.88215",,,,,
1289,"1289","PAULARINO-ENTERPRISE",,"33.68243","-117.88230",,,,,
1290,"1290","PLACENTIA-16TH",,"33.63282","-117.93178",,,,,
1291,"1291","PLACENTIA-17TH",,"33.63679","-117.93182",,,,,
1292,"1292","PLACENTIA-18TH",,"33.63955","-117.93187",,,,,
1293,"1293","PLACENTIA-19TH",,"33.64241","-117.93189",,,,,
1294,"1294","PLACENTIA-20TH",,"33.64683","-117.93194",,,,,
1295,"1295","PLACENTIA-VICTORIA",,"33.65181","-117.93197",,,,,
1296,"1296","PLACENTIA-WILSON",,"33.65501","-117.93227",,,,,
1297,"1297","PLACENTIA-VICTORIA",,"33.65143","-117.93220",,,,,
1298,"1298","PLACENTIA-20TH",,"33.64651","-117.93216",,,,,
1299,"1299","PLACENTIA-19TH",,"33.64260","-117.93210",,,,,
1300,"1300","PLACENTIA-18TH",,"33.63936","-117.93207",,,,,
1301,"1301","PLACENTIA-17TH",,"33.63540","-117.93202",,,,,
1302,"1302","PLACENTIA-16TH",,"33.63215","-117.93198",,,,,
1314,"1314","RED HILL-BRISTOL",,"33.66685","-117.88165",,,,,
1315,"1315","RED HILL-CLINTON",,"33.66880","-117.87969",,,,,
1316,"1316","RED HILL-KALMUS",,"33.67271","-117.87839",,,,,
1317,"1317","RED HILL-FISCHER",,"33.67491","-117.87839",,,,,
1318,"1318","RED HILL-BAKER",,"33.67811","-117.87559",,,,,
1319,"1319","RED HILL-PAULARINO",,"33.67956","-117.87414",,,,,
1320,"1320","RED HILL-MCCORMICK",,"33.68162","-117.87209",,,,,
1321,"1321","RED HILL-AIRPORT LOOP",,"33.68483","-117.86892",,,,,
1322,"1322","RED HILL-PULLMAN",,"33.68429","-117.86979",,,,,
1323,"1323","RED HILL-MCCORMICK",,"33.68112","-117.87293",,,,,
1324,"1324","RED HILL-PAULARINO",,"33.67962","-117.87449",,,,,
1325,"1325","RED HILL-BAKER",,"33.67762","-117.87647",,,,,
1326,"1326","RED HILL-FISCHER",,"33.67508","-117.87863",,,,,
1327,"1327","RED HILL-KALMUS",,"33.67156","-117.87864",,,,,
1328,"1328","RED HILL-CLINTON",,"33.66875","-117.88012",,,,,
1330,"1330","SUNFLOWER-HARBOR",,"33.69555","-117.91883",,,,,
1332,"1332","SUNFLOWER-SUSAN",,"33.69556","-117.91395",,,,,
1333,"1333","SUNFLOWER-FAIRVIEW",,"33.69561","-117.90953",,,,,
1334,"1334","SUNFLOWER-FAIRVIEW",,"33.69566","-117.90695",,,,,
1335,"1335","SUNFLOWER-WIMBLEDON",,"33.69617","-117.90369",,,,,
1336,"1336","SUNFLOWER-SMALLEY",,"33.69623","-117.90038",,,,,
1337,"1337","SUNFLOWER-FUCHSIA",,"33.69624","-117.89799",,,,,
1338,"1338","SUNFLOWER-BEAR",,"33.69405","-117.89280",,,,,
1339,"1339","SUNFLOWER-PLAZA",,"33.69414","-117.88962",,,,,
1340,"1340","SUNFLOWER-PARK CENTER",,"33.69401","-117.88384",,,,,
1341,"1341","SUNFLOWER-AVE OF THE ARTS",,"33.69403","-117.88060",,,,,
1342,"1342","SUNFLOWER-SAKIOKA",,"33.69396","-117.87650",,,,,
1343,"1343","SUNFLOWER-ROSS",,"33.69400","-117.87333",,,,,
1344,"1344","SUNFLOWER-TIMBER",,"33.69400","-117.87045",,,,,
1345,"1345","SUNFLOWER-HARBOR",,"33.69571","-117.92010",,,,,
1346,"1346","SUNFLOWER-HARBOR GATEWAY",,"33.69569","-117.92254",,,,,
1348,"1348","VICTORIA-CANYON",,"33.65221","-117.94440",,,,,
1349,"1349","VICTORIA-AMERICAN",,"33.65233","-117.94067",,,,,
1350,"1350","VICTORIA-NATIONAL",,"33.65267","-117.93674",,,,,
1351,"1351","VICTORIA-PLACENTIA",,"33.65236","-117.93067",,,,,
1352,"1352","VICTORIA-POMONA",,"33.65239","-117.92710",,,,,
1353,"1353","VICTORIA-MAPLE",,"33.65242","-117.92310",,,,,
1354,"1354","VICTORIA-HARBOR",,"33.65241","-117.91851",,,,,
1355,"1355","VICTORIA-THURIN",,"33.65249","-117.91345",,,,,
1356,"1356","VICTORIA-NEWPORT",,"33.65252","-117.91082",,,,,
1358,"1358","VICTORIA-DOCTORS",,"33.65268","-117.91325",,,,,
1359,"1359","VICTORIA-COLLEGE",,"33.65265","-117.91665",,,,,
1360,"1360","VICTORIA-HARBOR",,"33.65268","-117.91967",,,,,
1361,"1361","VICTORIA-MAPLE",,"33.65264","-117.92212",,,,,
1362,"1362","VICTORIA-POMONA",,"33.65260","-117.92811",,,,,
1363,"1363","VICTORIA-PLACENTIA",,"33.65276","-117.93278",,,,,
1364,"1364","VICTORIA-NATIONAL",,"33.65279","-117.93710",,,,,
1365,"1365","VICTORIA-AMERICAN",,"33.65260","-117.94081",,,,,
1366,"1366","VICTORIA-PACIFIC",,"33.65179","-117.94740",,,,,
1367,"1367","WILSON-PLACENTIA",,"33.65597","-117.93160",,,,,
1368,"1368","WILSON-POMONA",,"33.65602","-117.92857",,,,,
1369,"1369","WILSON-ANAHEIM",,"33.65607","-117.92339",,,,,
1370,"1370","WILSON-HARBOR",,"33.65605","-117.92074",,,,,
1371,"1371","WILSON-HARBOR",,"33.65608","-117.91792",,,,,
1373,"1373","WILSON-COLGATE",,"33.65619","-117.91127",,,,,
1375,"1375","WILSON-FORDHAM",,"33.65631","-117.91450",,,,,
1376,"1376","WILSON-COLLEGE",,"33.65634","-117.91678",,,,,
1377,"1377","WILSON-HARBOR",,"33.65630","-117.91989",,,,,
1378,"1378","WILSON-MAPLE",,"33.65627","-117.92280",,,,,
1379,"1379","WILSON-MEYER",,"33.65625","-117.92478",,,,,
1380,"1380","WILSON-POMONA",,"33.65622","-117.92818",,,,,
1381,"1381","ANTON-SAKIOKA",,"33.68998","-117.87728",,,,,
1382,"1382","INTERIOR-BEAR",,"33.69283","-117.89104",,,,,
1385,"1385","BALL-BLOOMFIELD",,"33.81746","-118.06267",,,,,
1386,"1386","BALL-DELANO",,"33.81744","-118.05774",,,,,
1387,"1387","BALL-DENNI",,"33.81675","-118.05405",,,,,
1388,"1388","BALL-LARWIN",,"33.81674","-118.04809",,,,,
1389,"1389","BALL-MOODY",,"33.81677","-118.04503",,,,,
1390,"1390","BALL-SAINT CHARLES",,"33.81681","-118.04114",,,,,
1391,"1391","BALL-WALKER",,"33.81687","-118.03649",,,,,
1392,"1392","BALL-MYRA",,"33.81696","-118.03157",,,,,
1393,"1393","BALL-HOLDER",,"33.81726","-118.02013",,,,,
1394,"1394","BALL-JUANITA",,"33.81722","-118.02452",,,,,
1395,"1395","BALL-VALLEY VIEW",,"33.81718","-118.02914",,,,,
1396,"1396","BALL-CABRILLO",,"33.81714","-118.03275",,,,,
1397,"1397","BALL-WALKER",,"33.81710","-118.03720",,,,,
1398,"1398","BALL-GRINDLAY",,"33.81706","-118.04147",,,,,
1399,"1399","BALL-MOODY",,"33.81703","-118.04624",,,,,
1400,"1400","BALL-LARWIN",,"33.81698","-118.04886",,,,,
1401,"1401","BALL-SORRENTO",,"33.81696","-118.05245",,,,,
1402,"1402","BALL-DENNI",,"33.81710","-118.05502",,,,,
1403,"1403","BALL-VIA LARGO",,"33.81768","-118.05910",,,,,
1412,"1412","KATELLA-WARLAND",,"33.80280","-118.03388",,,,,
1413,"1413","KATELLA-VALLEY VIEW",,"33.80272","-118.02771",,,,,
1414,"1414","KATELLA-HOPE",,"33.80276","-118.02362",,,,,
1415,"1415","KATELLA-HOLDER",,"33.80274","-118.01933",,,,,
1416,"1416","KATELLA-MERIDIAN",,"33.80272","-118.01400",,,,,
1417,"1417","KATELLA-KNOTT",,"33.80302","-118.01167",,,,,
1418,"1418","KATELLA-MERIDIAN",,"33.80301","-118.01466",,,,,
1419,"1419","KATELLA-HOLDER",,"33.80305","-118.02032",,,,,
1420,"1420","KATELLA-HOPE",,"33.80307","-118.02459",,,,,
1421,"1421","KATELLA-VALLEY VIEW",,"33.80312","-118.02899",,,,,
1422,"1422","KATELLA-DOUGLAS",,"33.80309","-118.03399",,,,,
1423,"1423","KATELLA-WALKER",,"33.80311","-118.03776",,,,,
1424,"1424","KATELLA-WINNERS CIRCLE",,"33.80313","-118.04044",,,,,
1425,"1425","KATELLA-SIBONEY",,"33.80313","-118.04328",,,,,
1426,"1426","KATELLA-MIDWAY",,"33.80315","-118.04975",,,,,
1427,"1427","KNOTT-CERRITOS",,"33.80957","-118.01087",,,,,
1428,"1428","KNOTT-JONATHON",,"33.80640","-118.01084",,,,,
1429,"1429","KNOTT-KATELLA",,"33.80222","-118.01121",,,,,
1430,"1430","KNOTT-LONGFORD",,"33.79959","-118.01126",,,,,
1431,"1431","KNOTT-ORANGEWOOD",,"33.79525","-118.01125",,,,,
1432,"1432","KNOTT-LEILANI",,"33.79339","-118.01125",,,,,
1433,"1433","LINCOLN-BLOOMFIELD",,"33.83157","-118.06077",,,,,
1434,"1434","LINCOLN-LINCOLN PLAZA",,"33.83154","-118.05741",,,,,
1435,"1435","LINCOLN-DENNI",,"33.83151","-118.05493",,,,,
1436,"1436","LINCOLN-SUMNER",,"33.83163","-118.05064",,,,,
1437,"1437","LINCOLN-MOODY",,"33.83159","-118.04507",,,,,
1438,"1438","LINCOLN-GRINDLAY",,"33.83160","-118.04208",,,,,
1439,"1439","LINCOLN-WALKER",,"33.83160","-118.03684",,,,,
1440,"1440","LINCOLN-HOME DEPOT",,"33.83168","-118.03127",,,,,
1441,"1441","LINCOLN-LOS ALTOS",,"33.83184","-118.03248",,,,,
1442,"1442","LINCOLN-WALKER",,"33.83179","-118.03771",,,,,
1443,"1443","LINCOLN-GRINDLAY",,"33.83184","-118.04122",,,,,
1444,"1444","LINCOLN-MOODY",,"33.83180","-118.04629",,,,,
1445,"1445","LINCOLN-SUMNER",,"33.83177","-118.05016",,,,,
1446,"1446","LINCOLN-DENNI",,"33.83179","-118.05532",,,,,
1448,"1448","LINCOLN-BLOOMFIELD",,"33.83169","-118.06121",,,,,
1453,"1453","VALLEY VIEW-NOUMEA",,"33.79312","-118.02841",,,,,
1454,"1454","VALLEY VIEW-ORANGEWOOD",,"33.79603","-118.02838",,,,,
1455,"1455","VALLEY VIEW-PHYLISS",,"33.80009","-118.02816",,,,,
1456,"1456","VALLEY VIEW-KATELLA",,"33.80341","-118.02815",,,,,
1457,"1457","VALLEY VIEW-CHIP",,"33.80633","-118.02818",,,,,
1458,"1458","VALLEY VIEW-BALL",,"33.81751","-118.02808",,,,,
1459,"1459","VALLEY VIEW-FRED",,"33.82011","-118.02811",,,,,
1460,"1460","VALLEY VIEW-ORANGE",,"33.82475","-118.02818",,,,,
1461,"1461","VALLEY VIEW-LAKESHORE",,"33.82885","-118.02816",,,,,
1462,"1462","VALLEY VIEW-LAKESHORE",,"33.82813","-118.02854",,,,,
1463,"1463","VALLEY VIEW-ORANGE",,"33.82374","-118.02848",,,,,
1464,"1464","VALLEY VIEW-FRED",,"33.81988","-118.02846",,,,,
1465,"1465","VALLEY VIEW-BALL",,"33.81658","-118.02842",,,,,
1466,"1466","VALLEY VIEW-BELLE",,"33.81460","-118.02840",,,,,
1467,"1467","VALLEY VIEW-CATHY",,"33.81214","-118.02849",,,,,
1468,"1468","VALLEY VIEW-CERRITOS",,"33.81017","-118.02834",,,,,
1469,"1469","VALLEY VIEW-KATELLA",,"33.80248","-118.02858",,,,,
1470,"1470","VALLEY VIEW-ORANGEWOOD",,"33.79598","-118.02868",,,,,
1471,"1471","VALLEY VIEW-NOUMEA",,"33.79338","-118.02870",,,,,
1472,"1472","DIAMOND BAR-PARK N RIDE ENTRANCE",,"34.02455","-117.81180",,,,,
1473,"1473","PATHFINDER-BREA CANYON",,"33.98421","-117.84160",,,,,
1474,"1474","PATHFINDER-FERN HOLLOW",,"33.98440","-117.84144",,,,,
1475,"1475","BREA CANYON-DIAMOND BAR",,"33.96847","-117.84681",,,,,
1482,"1482","BREA CANYON-DIAMOND BAR",,"33.96723","-117.84799",,,,,
1485,"1485","CAMINO CAPISTRANO-VIA VERDE",,"33.46212","-117.67519",,,,,
1486,"1486","CAMINO CAPISTRANO-VIA CALIFORNIA",,"33.46045","-117.67332",,,,,
1487,"1487","CAMINO CAPISTRANO-VIA CATALINA",,"33.45929","-117.66993",,,,,
1488,"1488","CAMINO CAPISTRANO-PALISADE",,"33.45876","-117.66854",,,,,
1489,"1489","CAMINO CAPISTRANO-DOHENY",,"33.45594","-117.66559",,,,,
1490,"1490","CAMINO CAPISTRANO-CALLE HERMOSA",,"33.45390","-117.66258",,,,,
1491,"1491","CAMINO CAPISTRANO-CALLE FORTUNA",,"33.45416","-117.66317",,,,,
1492,"1492","CAMINO CAPISTRANO-DOHENY",,"33.45619","-117.66544",,,,,
1493,"1493","CAMINO CAPISTRANO-PALISADE",,"33.45848","-117.66812",,,,,
1494,"1494","CAMINO CAPISTRANO-VIA CATALINA",,"33.45949","-117.67019",,,,,
1495,"1495","CAMINO CAPISTRANO-VIA CALIFORNIA",,"33.46077","-117.67341",,,,,
1496,"1496","CAMINO CAPISTRANO-VIA VERDE",,"33.46212","-117.67492",,,,,
1498,"1498","CAMINO DE ESTRELLA-AVD LAS PALMAS",,"33.45781","-117.65717",,,,,
1499,"1499","CAMINO DE ESTRELLA-CALLE VERANO",,"33.45348","-117.66084",,,,,
1501,"1501","PACIFIC COAST-DEL OBISPO",,"33.46513","-117.68714",,,,,
1503,"1503","PACIFIC COAST-ALCAZAR",,"33.46700","-117.69442",,,,,
1504,"1504","PACIFIC COAST-COLEGIO",,"33.46756","-117.69706",,,,,
1505,"1505","PACIFIC COAST-VIOLET LANTERN",,"33.46700","-117.69985",,,,,
1506,"1506","PACIFIC COAST-AMBER LANTERN",,"33.46645","-117.70258",,,,,
1507,"1507","PACIFIC COAST-RUBY LANTERN",,"33.46592","-117.70526",,,,,
1508,"1508","PACIFIC COAST-SELVA",,"33.47045","-117.71286",,,,,
1509,"1509","PACIFIC COAST-NIGUEL",,"33.47632","-117.71676",,,,,
1510,"1510","PACIFIC COAST-MONARCH BAY PLAZA",,"33.48547","-117.72538",,,,,
1511,"1511","PACIFIC COAST-CROWN VALLEY",,"33.48735","-117.72754",,,,,
1512,"1512","PACIFIC COAST-VIA MENTONE",,"33.49034","-117.73110",,,,,
1513,"1513","PACIFIC COAST-MONARCH BAY",,"33.48651","-117.72691",,,,,
1514,"1514","PACIFIC COAST-RITZ CARLTON",,"33.47847","-117.71864",,,,,
1515,"1515","PACIFIC COAST-RITZ CARLTON",,"33.47548","-117.71661",,,,,
1516,"1516","PACIFIC COAST-SELVA",,"33.47001","-117.71303",,,,,
1517,"1517","PACIFIC COAST-BINNACLE LANTERN",,"33.46593","-117.69166",,,,,
1518,"1518","PACIFIC COAST-DANA POINT HARBOR",,"33.46492","-117.68725",,,,,
1520,"1520","CROWN VALLEY-SEVEN SEAS",,"33.48711","-117.72533",,,,,
1521,"1521","CROWN VALLEY-SEA ISLAND",,"33.48903","-117.72140",,,,,
1522,"1522","CROWN VALLEY-ENT 32400 THE BLUFFS",,"33.49257","-117.71979",,,,,
1523,"1523","CROWN VALLEY-PACIFIC ISLAND",,"33.49424","-117.72024",,,,,
1524,"1524","CROWN VALLEY-SEA ISLAND",,"33.48854","-117.72207",,,,,
1525,"1525","CROWN VALLEY-SEVEN SEAS",,"33.48750","-117.72552",,,,,
1528,"1528","DANA POINT HARBOR-PARK LANTERN",,"33.46429","-117.68856",,,,,
1530,"1530","DEL OBISPO-COMMUNITY CENTER",,"33.46730","-117.68514",,,,,
1531,"1531","DEL OBISPO-QUAIL RUN",,"33.47079","-117.68378",,,,,
1532,"1532","DEL OBISPO-LIGHTHOUSE",,"33.47329","-117.68422",,,,,
1533,"1533","DEL OBISPO-STONEHILL",,"33.47513","-117.68486",,,,,
1534,"1534","DEL OBISPO-GOLDEN SPRING",,"33.47753","-117.68532",,,,,
1535,"1535","DEL OBISPO-BLUE SAIL",,"33.47946","-117.68525",,,,,
1536,"1536","DEL OBISPO-WESTBORNE",,"33.48497","-117.68414",,,,,
1537,"1537","DEL OBISPO-BLUE FIN",,"33.48176","-117.68524",,,,,
1538,"1538","DEL OBISPO-GOLDEN SPRING",,"33.47696","-117.68543",,,,,
1539,"1539","DEL OBISPO-STONEHILL",,"33.47541","-117.68503",,,,,
1540,"1540","DEL OBISPO-LIGHTHOUSE",,"33.47299","-117.68449",,,,,
1541,"1541","DEL OBISPO-VILLAGE",,"33.46715","-117.68552",,,,,
1542,"1542","DEL PRADO-RUBY LANTERN",,"33.46542","-117.70487",,,,,
1543,"1543","DEL PRADO-AMBER LANTERN",,"33.46540","-117.70201",,,,,
1544,"1544","DEL PRADO-VIOLET LANTERN",,"33.46540","-117.70003",,,,,
1545,"1545","DEL PRADO-GOLDEN LANTERN",,"33.46564","-117.69707",,,,,
1546,"1546","DEL PRADO-COPPER LANTERN",,"33.46642","-117.69429",,,,,
1547,"1547","DOHENY PARK-DOMINGO",,"33.46575","-117.67790",,,,,
1548,"1548","DOHENY PARK-CAMINO CAPISTRANO",,"33.46986","-117.67554",,,,,
1549,"1549","DOHENY PARK-DOMINGO",,"33.46547","-117.67835",,,,,
1550,"1550","DOMINGO-DOHENY PARK",,"33.46516","-117.67738",,,,,
1551,"1551","GOLDEN LANTERN-DANA POINT HARBOR",,"33.46286","-117.69359",,,,,
1553,"1553","GOLDEN LANTERN-LA CRESTA",,"33.46869","-117.69780",,,,,
1554,"1554","GOLDEN LANTERN-LA PAZ",,"33.47115","-117.69773",,,,,
1555,"1555","GOLDEN LANTERN-SELVA",,"33.47321","-117.69769",,,,,
1556,"1556","GOLDEN LANTERN-MERIDIAN",,"33.47540","-117.69744",,,,,
1557,"1557","GOLDEN LANTERN-ACAPULCO",,"33.47968","-117.69755",,,,,
1558,"1558","GOLDEN LANTERN-OCEAN SPRAY",,"33.48120","-117.69760",,,,,
1559,"1559","GOLDEN LANTERN-DANA WOODS",,"33.48593","-117.69789",,,,,
1560,"1560","GOLDEN LANTERN-SEABROOK",,"33.48807","-117.69791",,,,,
1561,"1561","GOLDEN LANTERN-CAMINO DEL AVION",,"33.49076","-117.69774",,,,,
1562,"1562","GOLDEN LANTERN-SEABROOK",,"33.48767","-117.69820",,,,,
1563,"1563","GOLDEN LANTERN-DANA WOODS",,"33.48488","-117.69820",,,,,
1564,"1564","GOLDEN LANTERN-PRISCILLA",,"33.48054","-117.69791",,,,,
1565,"1565","GOLDEN LANTERN-ACAPULCO",,"33.47878","-117.69789",,,,,
